"seqnames";"start";"end";"width";"strand";"Conc";"Conc_dex";"Conc_veh";"Fold";"p.value";"FDR";"MPIPSYKL_003787";"MPIPSYKL_004171";"MPIPSYKL_002604";"MPIPSYKL_004054";"MPIPSYKL_001113";"MPIPSYKL_004100";"MPIPSYKL_003331";"MPIPSYKL_003520";"MPIPSYKL_004215";"MPIPSYKL_001946";"MPIPSYKL_004251";"MPIPSYKL_002802";"MPIPSYKL_003162";"MPIPSYKL_002658";"MPIPSYKL_002613";"MPIPSYKL_003231";"MPIPSYKL_002533";"MPIPSYKL_002418";"MPIPSYKL_001109";"MPIPSYKL_001786";"MPIPSYKL_003934";"MPIPSYKL_004246";"MPIPSYKL_001547";"MPIPSYKL_000637";"MPIPSYKL_001386";"MPIPSYKL_002468";"MPIPSYKL_002088";"MPIPSYKL_000972";"MPIPSYKL_003785";"MPIPSYKL_001389";"MPIPSYKL_003155";"MPIPSYKL_000708";"MPIPSYKL_001886";"MPIPSYKL_003013";"MPIPSYKL_000988";"MPIPSYKL_003472";"MPIPSYKL_003911";"MPIPSYKL_001701";"MPIPSYKL_002383";"MPIPSYKL_001766";"MPIPSYKL_002852";"MPIPSYKL_001263";"MPIPSYKL_003353";"MPIPSYKL_001667";"MPIPSYKL_002319";"MPIPSYKL_001048";"MPIPSYKL_002095";"MPIPSYKL_000637.1";"MPIPSYKL_002418.1";"MPIPSYKL_001701.1";"MPIPSYKL_003231.1";"MPIPSYKL_001263.1";"MPIPSYKL_001786.1";"MPIPSYKL_001946.1";"MPIPSYKL_000972.1";"MPIPSYKL_003331.1";"MPIPSYKL_003520.1";"MPIPSYKL_000988.1";"MPIPSYKL_004171.1";"MPIPSYKL_001766.1";"MPIPSYKL_003353.1";"MPIPSYKL_002319.1";"MPIPSYKL_001109.1";"MPIPSYKL_004251.1";"MPIPSYKL_000708.1";"MPIPSYKL_002095.1";"MPIPSYKL_002468.1";"MPIPSYKL_003472.1";"MPIPSYKL_004054.1";"MPIPSYKL_002802.1";"MPIPSYKL_003934.1";"MPIPSYKL_002383.1";"MPIPSYKL_004215.1";"MPIPSYKL_001113.1";"MPIPSYKL_001667.1";"MPIPSYKL_003013.1";"MPIPSYKL_001048.1";"MPIPSYKL_001389.1";"MPIPSYKL_003155.1";"MPIPSYKL_001886.1";"MPIPSYKL_003787.1";"MPIPSYKL_004246.1";"MPIPSYKL_002852.1";"MPIPSYKL_002613.1";"MPIPSYKL_003911.1";"MPIPSYKL_002604.1";"MPIPSYKL_002533.1";"MPIPSYKL_001547.1";"MPIPSYKL_004100.1";"MPIPSYKL_001386.1";"MPIPSYKL_003162.1";"MPIPSYKL_002658.1";"MPIPSYKL_004198";"MPIPSYKL_003785.1";"MPIPSYKL_002088.1"
"2";231786235;231786635;401;"*";2,02;0,59;2,71;-1,61;0,0212;0,0465;0;0;0;0;0;4,43;0;0;0;2,14;0;0;0;2,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,02;0;0;0;9,17;0;14,01;0;0;0;0;6,69;0;0;6,04;0;0;18,91;5,35;0;0;12,6;0;0;26,29;14,26;0;15,82;0;0;0;0;14,88;0;0;0;15,26;0;0;0;20,39;31,62;0;0;24,33;0;0;30,14;16,01;0;0;19,45;0;33,16;0;22,95;0;0;0;0;0;0;0;0;0;0;16,75
"1";11908251;11908651;401;"*";3,99;2,32;4,74;-1,92;0,0215;0,0471;0;0;0;0;0;18,88;0;0;0;7,22;0;0;0;0;0;0;0;0;0;0;8,92;0;0;0;0;0;0;0;12,12;0;0;0;12,23;0;13,37;0;0;73,23;0;11,51;0;0;15,75;42,55;0;0;18,42;0;0;6,05;0;0;207,06;145,45;0;35,37;0;0;0;0;66,04;35,18;0;74,89;209,82;0;0;0;141,25;0;0;0;0;0;64,54;0;69,39;0;0;0;0;0;0;103,25;0;0;0;0;49,72;0;0;46,39;0;0;25,13
"GL000195.1";48216;48616;401;"*";0,99;0;1,82;-2,14;0,0217;0,0474;0;0;0;0;0;0;0;0;12,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,23;0;0;0;0;0;0;0,79;0;19,17;6,05;0;0;0;0;0;6,52;0;0;0;0;10,23;0;0;0;0;0;0;0;16,75;0;0;36,71;44,6;0;0;0;0;0;0;0;0;0;0;11,47;0;0;12,42;0;0;0;0;0;0;0;5,98
"KI270733.1";166463;166863;401;"*";2,61;1,61;3,19;-1,28;0,0218;0,0474;0;7,35;3,46;0;0;1,05;7,94;0;0;0,34;0;0;0;1,61;9,53;0;25,74;0;0;0;0;0;0;10,56;0;0;0;49,95;3,03;0;0;0;3,06;0;0;0;0;1,33;0;5,94;0,66;10,16;1,31;0;0;0;0;20,95;0;4,54;0;34,43;0;25,67;109,7;14,89;0;0;4,3;30,04;5,58;17,59;0;0;0;0;33,16;0;1,46;2,43;0;6,67;0;0;0;7,54;0;0;21,73;0;0;0;7,92;1,91;0;0;40,37;0;13,39;0;0;0;12,92;15,23;4,79
"17";8173240;8173640;401;"*";3,25;1,19;4,05;-2,23;0,0218;0,0475;0;0;0;0;0;9,9;0;0;0;2,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,7;0;0;0;0;0;0;0;0;43,94;0;0;0;0;7,35;28,9;0;0;11,18;0;0;0;0;0;128,18;82,71;0;21,41;0;0;0;0;31,63;0;21,34;121,25;190,75;0;0;0;78,64;0;0;0;0;0;0;0;46,7;0;0;0;0;0;0;50,99;0;0;0;0;17,21;0;0;0;0;4,1;0
"KI270757.1";33139;33539;401;"*";3;1,86;3,62;-1,43;0,0219;0,0476;0;0;25,97;25,76;0;0;0;0;12,73;1,69;8,51;0;0;0;0;0;0;0;22,31;0;0;17,69;0;0;14,51;0;0;2,27;0;7,27;0;0;3,67;0;0;0;0;0;0;5,2;3,1;0;6,56;0;13,52;0;0;0;31,95;0;0;0;0;0;0;8,38;0;0;27,95;0;18,6;45,23;0;0;0;0;0;48,95;28,4;0;0;0;97,32;0;0;26,38;41,37;37,8;0;0;0;0;23,75;27,41;0;0;31,05;0;21,03;0;20,8;40,59;0;0,59;11,97
"GL000225.1";45935;46335;401;"*";4,46;4,04;4,79;-0,73;0,0221;0,0481;16,66;14,71;25,97;0;29,25;0;15,88;5,54;26,51;1,69;39,73;17,67;61,35;0;28,58;7,2;17,9;33,74;36,25;37,01;5,71;0;42,6;28,67;9,67;15,15;11,41;10,22;5,38;0;9,82;19,76;4,89;47,01;6,37;30,71;25,16;14,65;22,82;4,83;4,42;15,8;4,46;0;0;16,38;0;15,72;25,56;11,09;31,51;54,1;0;0;28,87;27,93;36,62;28,75;30,1;12,87;9,3;42,72;24,18;0;0;0;0;53,84;16,02;24,32;51,42;23,36;52,71;34,64;0;31,4;4;35,28;37,24;9,08;55,33;61,22;59,37;15,93;134,45;0;34,16;51,86;22,95;42,59;0;69,59;0;6,44;19,15
"17";68019747;68020147;401;"*";2,9;1,56;3,58;-1,62;0,0225;0,0488;0;0;0;0;0;3,85;0;0;0;3,16;0;0;0;0;0;0;10,07;0;0;0;6,06;0;0;0;0;0;8,56;0;6,06;0;0;26,34;24,46;0;0;0;0;9,32;0;12,63;0;0;6,3;9,63;0;0;12,44;0;0;6,05;0;0;55,87;0;0;55,85;0;0;0;0;40,93;0;45,52;28,53;0;0;0;0;56,06;0;0;33,37;0;0;0;37,68;49,37;0;0;0;0;45,91;0;63,1;0;0;0;0;15,3;0;0;0;0;14,65;23,93
"6";26056006;26056406;401;"*";2,73;0,66;3,53;-2,13;0,0228;0,0493;0;0;0;0;0;10,14;0;0;0;3,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,74;0;0;0;0;0;0;0;0;31,95;0;0;0;0;10,5;0;0;0;10,55;0;0;1,01;0;0;0;99,82;0;29,79;0;0;0;0;19,53;0;0;67,76;144,97;0;0;0;0;0;0;0;0;0;0;31,4;33,36;0;0;0;0;0;0;47,8;0;0;0;0;34,42;0;0;23,2;0;4,1;16,75
"6";144216361;144216761;401;"*";4,12;3,19;4,67;-1,22;0,0231;0,0498;0;27,94;0;26,72;0;12,82;3,18;0;0;6,09;0;0;0;0;19,05;12,96;21,26;0;0;0;12,48;0;0;0;0;0;11,41;11,35;12,45;0;0;47,41;41,58;0;30,56;0;0;21,3;0;18,2;0;0;9,71;16,86;0;54,2;12,76;68,1;0;15,12;0;0;59,16;11,41;0;69,81;0;23,52;0;0;61,39;0;71,12;60,62;103;0;0;0;108,49;21,89;55,38;23,36;0;0;0;76,62;73,39;17,64;0;23,34;0;38,26;0;77,12;0;0;0;0;53,54;0;0;23,2;0;29,88;59,84
"16";22296997;22297397;401;"*";4,35;3,49;4,88;-1,16;0,0235;0,0507;16,66;10,3;43,29;28,62;0;9,55;0;0;0;5,76;0;0;0;0;0;0;24,62;0;22,31;0;9,63;0;0;0;0;0;23,54;13,62;12,79;0;0;54;38,52;22,48;27,37;0;0;15,98;0;21,54;3,98;11,29;15,49;19,27;0;60,5;16,85;47,15;0;12,09;0;0;72,31;68,45;0;105,19;0;27,44;0;0;79,99;0;49,78;67,76;91,56;0;0;0;104,12;24,32;51,42;26,7;52,71;0;0;99,22;76,06;40,32;0;0;0;48,46;0;100,7;0;0;0;0;63,1;0;0;29;0;27,54;50,26
"1";16727442;16727842;401;"*";5,09;4,42;5,54;-1;0,0236;0,0507;0;40,45;29,43;4,77;0;14,57;0;0;25,45;4,97;150,4;0;42,95;0;65,1;0;0;22,49;50,19;68,18;15,34;61,9;0;7,55;0;0;18,55;20,44;0;4,84;0;48,73;24,46;69,49;36,29;0;0;13,31;0;20,06;1,55;42,89;17,33;20,87;29,29;27,73;6,93;91,67;41,54;21,16;0;181,98;69,02;122,63;31,75;42,82;0;77,1;0;38,62;88,37;40,21;100,99;189;0;0;26,53;0;61,16;0;0;70,08;56,77;0;0;99,22;54,71;5,04;27,93;3,89;0;204,06;0;65,01;0;110,25;0;0;196,96;0;27,74;0;0;17,58;62,23
"8";95269477;95269877;401;"*";3,86;2,75;4,46;-1,37;0,0236;0,0508;15,62;0;25,97;9,54;0;8,74;0;0;0;4,29;0;0;0;0;22,23;0;0;0;0;0;9,63;0;0;0;0;0;17,12;0;8,75;0;0;31,61;25,68;0;28,01;0;0;13,31;0;20,8;0;11,29;8,93;12,04;0;28,99;14,01;0;0;0;0;0;65,73;31,37;51,96;55,85;0;22,22;0;0;53,02;0;49,78;0;80,11;38,75;0;0;74,27;0;79,11;0;0;0;45,56;56,52;64,05;0;0;0;0;68,87;0;68,84;0;0;0;0;78,4;0;0;0;0;12,89;61,03
"GL000214.1";120797;121197;401;"*";5,03;4,59;5,36;-0,72;0,024;0,0514;11,45;8,09;39,82;25,76;19,5;1,63;49,24;5,54;48,78;2,71;73,78;46,58;88,96;2,02;20,64;27,36;0;51,73;50,19;0;2,14;5,9;42,6;58,85;50,77;31,68;7,85;18,16;7,07;0;0;10,54;0;20,44;1,91;51,18;75,49;21,3;13,31;6,31;3,76;24,83;1,84;0;36,04;60,5;2,68;83,82;99,06;21,67;31,51;68,86;0;34,22;0;51,2;21,97;7,84;30,1;51,49;9,3;50,26;35,56;96,28;0;34,87;92,86;137,05;23,3;46,21;23,73;20,02;93,26;24,25;49,36;21,35;76,06;5,04;0;0;69,16;25,51;47,5;12,75;121;80,18;0;33;19,12;60,33;41,61;0;109,85;8,79;4,79
"11";59560369;59560769;401;"*";3,06;1,95;3,67;-1,37;0,0251;0,0534;0;5,88;0;0;0;11,54;0;0;0;5,76;0;0;0;0;0;0;6,71;0;0;0;9,63;0;0;0;0;0;4,28;0;6,39;0;0;13,17;18,34;0;14,64;0;0;13,31;0;4,83;0,44;0;9,45;20,07;0;22,69;14,01;36,67;0;7,05;0;0;49,3;22,82;0;46,54;0;0;0;0;45,58;0;27,02;82,02;19,07;0;0;0;64,8;0;0;0;0;0;0;52,75;24,02;0;0;0;0;25,51;0;59,28;0;0;0;0;22,95;0;0;0;0;0;27,52
"GL000225.1";81059;81459;401;"*";3,4;2,7;3,87;-1,06;0,0251;0,0534;18,74;3,68;45,02;9,54;0;2,68;9,53;0;13,79;1,92;0;16,06;39,88;0;0;0;0;20,24;0;31,17;1,78;8,84;6,09;12,07;0;0;0;0;4,04;0;0;25,02;0;0;2,55;0;0;0;0;5,94;1,55;0;4,2;8,03;11,26;0;2,36;0;0;0;0;49,18;0;2,85;20,21;18,62;0;0;25,8;0;8,37;45,23;25,6;0;19,07;31;29,85;24,47;21,84;0;0;0;0;41,57;22,78;15,07;20,02;27,72;24,83;0;0;53,56;51,46;9,56;0;75,17;0;0;30,6;0;0;0;0;5,27;0
"KI270591.1";5033;5433;401;"*";4,93;4,33;5,34;-0,89;0,0257;0,0546;27,07;9,56;69,26;5,72;107,27;2,21;22,24;0;42,42;0;70,94;0;92,03;13,31;39,69;23,04;0;62,98;25,1;48,7;0;0;0;0;50,77;0;19,26;35,19;4,71;8,88;0;28,98;20,79;18,39;15,92;0;12,58;15,98;0;4,83;6,85;25,96;5,51;0;0;8,82;3,46;65,48;108,64;11,59;114,23;0;39,44;17,11;25,98;31,65;32,96;33,98;23,65;0;40;120,63;31,29;0;0;0;99,49;83,21;23,3;29,19;39,55;23,36;81,1;0;0;45,22;41,37;88,21;83,8;0;0;56,12;162,28;18,48;0;115,26;65,21;0;59,28;0;0;98,59;0;14,65;21,54
"17";8226367;8226767;401;"*";3,5;1,62;4,27;-1,99;0,0263;0,0556;0;0;0;0;0;10,25;0;0;0;2,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,46;0;0;0;0;25,3;0;14,86;0;0;10,76;10,44;0;22,69;12,13;0;0;0;0;0;151,18;8,56;0;85,64;0;0;0;0;71,62;0;0;14,26;110,63;0;0;0;128,87;0;0;0;0;0;0;32,66;97,41;0;0;0;0;0;0;103,25;0;0;0;0;55,45;0;0;11,6;0;0;56,25
"KI270757.1";22495;22895;401;"*";4,11;3,51;4,53;-0,92;0,0266;0,0561;18,74;18,38;43,29;3,82;107,27;2,8;14,3;12;24,39;2,03;45,4;0;0;3,63;20,64;0;12,31;33,74;22,31;0;6,78;0;0;24,14;0;9,64;0;0;6,73;12,92;0;28,98;3,67;0;12,1;0;0;0;0;6,31;2,43;0;3,68;4,82;18,02;10,08;0;0;35,15;1,01;15,76;0;0;19,96;20,21;32,58;0;7,84;0;0;29,77;92,98;5,69;17,83;19,07;15,5;76,28;34,26;5,1;0;79,11;0;0;41,57;0;18,84;29,36;0;40,35;16,85;0;28,06;114,79;19,12;0;95,22;68,31;0;24,86;39,04;62,41;0;0;3,52;0
"1";167714629;167715029;401;"*";3,95;2,95;4,53;-1,29;0,0269;0,0568;21,87;22,06;27,7;20,04;0;12;6,35;0;0;5,98;0;0;0;0;0;0;0;0;0;0;4,64;0;0;0;0;0;14,98;0;5,38;0;0;46,1;20,79;20,44;12,1;0;0;31,95;0;10,4;3,98;0;13,65;14,45;0;31,51;15,59;0;0;6,05;0;0;62,45;111,22;0;72,61;0;0;0;0;67,9;0;49,78;49,93;99,19;0;0;0;103,39;0;23,73;70,08;0;0;0;57,78;66,72;22,68;0;0;0;33,16;0;100,07;0;0;0;0;42,07;0;0;0;0;20,51;46,67
"11";65507092;65507492;401;"*";3,79;2,03;4,55;-2,17;0,0269;0,0568;0;0;0;0;0;0;0;0;0;4,74;0;0;0;0;0;0;0;0;0;0;7,49;0;0;0;0;0;0;0;10,77;0;0;0;13,45;0;3,18;0;0;61,24;0;0;0;0;5,51;75,47;0;0;10,39;0;0;6,05;0;0;213,63;156,86;0;0;0;0;0;0;20,46;0;0;0;282,31;0;0;0;72,81;0;0;0;0;0;0;0;56,04;0;0;0;0;53,56;0;61,82;0;0;0;0;0;0;0;179,78;0;0;21,54
"4";184474540;184474940;401;"*";2,34;0,89;3,03;-1,61;0,027;0,0569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,71;11,78;0;0;0;11,62;0;15,92;0;0;0;0;15,97;0;0;0;6,42;0;0;2,52;28,81;25,56;26,2;39,39;0;19,72;0;40,41;13,03;0;10,45;0;0;5,58;0;2,84;0;0;0;0;0;11,65;36,48;0;0;0;0;0;20,1;0;0;0;47,97;0;0;0;3,82;0;0;0;0;0;0;0;0;0;28,12;32,31
"KI270736.1";172875;173275;401;"*";3,73;2,81;4,28;-1,28;0,0271;0,057;13,54;0;0;0;63,38;1,05;20,65;0;0;3,05;22,7;0;0;0;20,64;7,2;0;35,99;0;0;0;0;0;9,05;0;11,02;0;11,35;0;0;0;0;0;0;7,64;0;0;38,61;0;7,06;0;22,57;0;0;20,27;13,86;0;0;63,91;12,09;0;78,69;0;34,22;54,85;47,47;0;0;23,65;0;13,02;30,16;68,27;0;0;0;0;63,63;20,39;0;0;0;56,77;0;0;21,35;37,36;0;0;3,89;0;43,36;0;5,1;33,61;0;24,84;0;22,95;46,14;0;0;122,77;5,27;0
"6";52995576;52995976;401;"*";4,06;2,84;4,7;-1,46;0,0272;0,0571;0;0;0;30,53;0;10,37;0;0;0;7,34;0;0;0;0;0;0;0;0;0;0;5,71;0;0;0;53,19;0;15,7;0;4,04;0;0;30,29;31,79;0;19,74;0;0;35,95;0;14,11;1,55;0;13,13;20,07;0;25,21;17,79;0;0;0;0;0;121,6;25,67;49,07;80,98;0;7,84;0;0;73,48;0;42,67;0;137,34;0;0;0;117,23;0;0;46,72;0;0;0;57,78;77,39;0;0;0;0;53,56;0;140,22;0;0;0;0;66,93;49,69;0;0;0;11,72;87,36
"21";10627334;10627734;401;"*";3,24;2,27;3,8;-1,26;0,0273;0,0574;10,41;12,5;22,51;4,77;0;1,98;0;0;0;3,5;0;0;42,95;0;0;0;0;0;0;0;0;0;0;22,64;0;0;0;14,76;0;8,07;0;17,12;9,78;14,31;7,64;0;0;0;0;5,57;4,86;19,19;4,46;0;0;0;0;36,67;0;4,03;0;39,35;0;0;0;26,99;0;7,84;0;0;6,51;37,7;0;0;0;0;0;0;10,19;0;0;0;0;0;0;30,14;0;85,69;77,59;23,34;0;56,12;55,41;9,56;121;0;18,63;0;15,3;0;0;0;0;8,79;0
"13";30673832;30674232;401;"*";2,69;1,23;3,39;-1,65;0,028;0,0584;0;0;0;0;0;3,73;0;0;0;4,29;0;0;0;0;0;0;0;0;0;0;2,85;0;0;0;0;0;0;13,62;10,1;0;0;0;16,51;0;0;0;0;3,99;0;13,37;0;0;7,35;12,04;0;12,6;9,61;0;0;15,12;0;0;46,01;0;0;30,72;0;9,15;0;0;48,37;0;45,52;0;0;0;0;0;69,9;0;0;0;0;0;0;60,29;37,36;0;0;0;0;22,96;0;58,64;0;0;0;0;11,47;0;0;0;0;0;49,07
"GL000194.1";2548;2948;401;"*";2,46;1,68;2,96;-1,13;0,0281;0,0587;3,12;3,68;13,85;1,91;0;0;12,71;4,62;15,91;0,79;0;0;30,68;0;0;0;1,12;0;11,15;7,79;0;0;0;7,55;0;0;0;0;1,01;5,65;0;2,63;7,34;0;0;0;12,58;0;0;0,37;0;3,39;2,89;0;0;0;0;28,81;22,37;7,56;0;29,51;0;0;0;25,13;0;0;0;0;14,88;0;17,07;0;0;0;0;0;0;4,86;0;6,67;28,38;6,93;0;1,26;8,01;27,72;15,52;22,04;0;30,61;0;0;0;25,06;12,42;0;1,91;0;0;0;19,38;4,1;13,16
"GL000216.2";166598;166998;401;"*";3,75;3,33;4,06;-0,71;0,0285;0,0594;4,17;3,68;8,66;5,72;82,89;0,47;7,94;7,39;9,54;0,45;5,68;11,24;36,81;3,23;4,76;5,76;12,31;15,74;19,52;7,79;6,06;7,37;0;15,09;0;15,15;3,57;4,54;2,36;6,46;14,74;11,85;4,28;12,26;3,82;23,88;29,36;14,65;13,31;3,34;1,11;0;0;0;24,78;0;1,73;20,95;0;6,05;27,57;29,51;0;11,41;17,32;12,1;18,31;6,53;10,75;0;8,37;35,18;28,45;0;0;11,62;29,85;14,68;0;14,59;35,6;16,68;0;31,18;0;8,79;0;22,68;27,93;7,78;27,67;0;51,46;5,1;80,67;30,07;21,74;0;19,12;35,49;34,67;0;32,31;2,93;7,18
"16";57300187;57300587;401;"*";4,75;3,57;5,38;-1,43;0,0288;0,0599;0;0;0;26,72;0;15,85;0;0;0;7,79;0;16,06;0;0;28,58;0;0;0;0;0;18,9;0;0;0;0;26,17;23,54;0;16,49;0;0;54;47,08;32,7;45,84;0;0;53,26;0;20,8;0;0;14,44;27,3;0;61,76;20,79;15,72;0;0;0;0;180,76;128,34;14,43;107,05;0;0;0;0;115,34;0;83,92;128,38;171,67;0;0;0;157,27;0;0;0;125,7;0;0;116,81;94,74;0;0;0;0;30,61;0;170,82;0;0;0;0;107,08;0;0;139,18;0;26,37;87,36
"1";16896020;16896420;401;"*";3,45;2,42;4,04;-1,29;0,029;0,0603;0;11,77;36,36;4,77;0;7,34;19,06;0;0;3,84;0;0;0;5,65;0;0;0;0;0;0;1,78;0;0;0;0;0;7,85;0;5,05;0;0;0;6,73;0;4,46;0;0;47,93;7,61;8,17;0;0;5,78;24,89;0;31,51;11,65;0;0;12,09;0;0;95,31;68,45;0;48,4;0;0;0;0;34,42;22,62;8,53;46,36;125,89;0;0;0;55,34;0;0;0;40,55;0;0;13,82;80,06;0;0;5,19;0;0;0;39,52;0;0;0;0;22,95;0;0;46,39;0;12,89;10,77
"KI270303.1";961;1361;401;"*";1,9;1,41;2,26;-0,87;0,0291;0,0604;2,08;2,21;3,46;1,91;9,75;0;1,59;0;5,3;0,23;8,51;12,85;6,14;0,4;1,59;2,88;0;6,75;5,58;0;0,71;0;0;7,55;2,42;1,38;0,71;0;0;1,61;3,27;1,32;0;0;1,27;13,65;8,39;1,33;0;0;0,44;2,26;0,26;1,61;2,25;2,52;0,31;13,1;6,39;0;11,82;4,92;6,57;8,56;0;1,86;0;1,31;4,3;0;0,93;10,05;2,84;3,57;0;15,5;3,32;14,68;1,46;14,59;3,96;0;28,38;10,39;3,8;0;2,67;0;0;1,3;13,83;0;15,83;1,27;13,44;0;0;0;1,91;0;0;0;0;0,59;7,18
"17";8139067;8139467;401;"*";3,77;2,57;4,4;-1,44;0,0293;0,0606;0;1,47;24,24;16,22;0;12,12;0;0;0;5,19;0;0;0;0;9,53;0;0;0;0;0;0;0;0;0;0;0;2,85;0;10,43;0;0;0;34,85;0;24,83;0;0;30,62;0;13,74;0;10,16;8,93;12,85;0;49,15;11,65;0;0;7,05;0;0;111,74;34,22;72,17;81,91;0;7,84;0;0;49,3;0;31,29;0;64,85;0;0;0;81,55;0;0;0;0;0;0;79,13;84,07;0;0;0;0;66,32;0;95,61;0;0;0;0;68,84;0;0;0;0;21,09;57,44
"KI270733.1";119117;119517;401;"*";2,2;1,18;2,78;-1,3;0,0296;0,0612;15,62;5,88;0;0;0;0,12;3,18;0;4,24;0,45;0;0;3,07;0;0;0;5,59;9;11,15;0;1,78;0;6,09;0;0;0;2,14;0;0,67;1,61;0;5,27;3,67;0;0;0;25,16;0;0;1,11;0,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,38;10,99;14,38;17,2;12,87;0;0;8,53;0;7,63;0;0;0;0;0;0;0;4,05;0;0;0;0;10,08;0;0;64,55;0;0;4,46;127,72;0;27,95;0;9,56;0;0;0;0;0,59;1,2
"6";28212863;28213263;401;"*";2,01;0,39;2,74;-1,71;0,0297;0,0613;0;0;0;0;0;7,11;0;0;0;2,37;0;0;0;0;0;0;0;0;0;0;1,78;0;0;0;0;0;13,56;0;5,72;0;0;0;0;0;0;0;0;3,99;0;0;0;0;2,63;10,44;0;6,3;7,56;0;0;0;0;0;0;0;0;0;0;11,76;0;0;26,97;0;31,29;0;68,67;0;0;0;53,88;0;0;0;0;0;0;33,91;41,37;0;0;0;0;0;0;0;0;0;0;0;15,3;0;0;0;0;16,41;21,54
"1";36088722;36089122;401;"*";1,23;0;2;-1,73;0,0298;0,0615;0;0;0;0;0;3,15;0;0;0;2,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,69;0;0;0;0;0;0;0;0;0;0;9,66;0;0;3,94;4,01;0;0;5,04;0;0;10,58;0;0;0;0;25,98;10,24;0;0;0;0;15,81;0;0;0;0;0;0;0;5,1;26,75;0;0;24,33;0;0;0;0;0;0;0;0;0;0;13,38;0;0;0;0;0;0;27,74;0;0;18,16;14,36
"14";102316913;102317313;401;"*";3,58;2,38;4,22;-1,43;0,0305;0,0627;14,58;6,62;0;0;0;7,92;0;0;0;4,4;0;0;0;0;0;0;0;0;0;0;7,85;0;0;0;0;0;16,41;0;7,4;0;0;30,29;33,63;0;26,74;0;0;19,97;0;7,8;0;0;10,76;5,62;0;34,03;10,24;55;0;0;0;0;39,44;14,26;0;56,78;0;0;0;0;55,81;0;38,4;49,93;41,96;0;0;0;72,81;0;110,75;0;0;0;0;61,54;36,03;0;0;0;0;66,32;0;74,57;0;0;0;0;63,1;0;0;0;0;14,06;43,08
"KI270438.1";11746;12146;401;"*";4,34;3,5;4,86;-1,14;0,0312;0,0639;0;11,03;6,93;10,5;0;0;33,36;5,54;9,54;2,48;28,38;0;101,23;5,24;28,58;0;12,31;83,22;0;0;0;4,42;0;6,04;0;0;0;20,44;10,1;0;0;54;8,56;0;0;0;0;3,99;0;12,63;12,16;45,14;6,04;0;0;11,34;0;44,53;83,08;13,61;0;152,47;0;0;0;44,68;0;48,35;30,1;0;52,09;70,37;31,29;0;0;0;0;0;29,12;38,92;63,29;0;0;0;53,15;16,33;0;65,52;0;0;0;58,67;174,16;22,95;188,22;0;0;0;59,28;0;0;0;0;9,37;40,69
"12";120291623;120292023;401;"*";3,59;1,95;4,33;-1,86;0,032;0,0653;0;0;0;0;0;11,42;0;0;0;4,29;0;0;0;0;0;0;0;0;0;0;3,21;0;0;0;0;0;0;0;12,12;0;0;0;14,67;0;8,28;0;0;43,94;0;0;0;0;8,93;61,02;0;0;14,33;0;0;0;0;0;144,61;102,67;0;38,16;0;0;0;0;40,93;0;14,22;0;217,45;0;0;0;85,92;0;0;0;0;0;0;0;64,05;0;0;0;0;0;0;84,77;0;0;0;0;51,63;0;0;92,79;0;10,55;14,36
"1";2683992;2684392;401;"*";5,2;4,45;5,68;-1,02;0,0344;0,0696;26,03;0;46,75;0;0;0;19,06;3,69;0;2,48;31,22;0;110,44;0;41,28;30,24;0;0;16,73;46,75;0;0;85,21;0;29,01;0;8,56;13,62;2,69;0;73,68;28,98;6,73;89,93;30,56;0;41,94;6,66;49,43;2,6;2,43;36,12;1,58;12,04;105,88;26,47;0;0;0;8,06;66,96;172,14;32,87;37,07;28,87;30,72;91,56;45,74;8,6;0;14,88;70,37;17,07;46,36;0;0;119,39;0;0;0;0;100,11;0;0;60,74;57,78;26,69;0;307,26;45,38;115,27;0;106,87;19,12;201,67;175,4;0;108,44;0;17,75;72,82;0;252;0;0
"3";45688865;45689265;401;"*";3,98;3,14;4,51;-1,12;0,0348;0,0702;10,41;15,44;8,66;27,67;0;9,9;0;0;0;5,76;0;0;0;0;0;0;26,86;0;0;0;16,05;11,79;0;0;0;12,4;23,54;22,71;17,16;0;0;50,05;28,13;0;26,74;0;0;6,66;0;23,03;2,21;0;12,08;12,04;0;32,77;11,02;39,29;0;9,57;0;0;9,86;0;54,85;71,68;0;28,75;0;0;55,81;0;66,85;82,02;95,37;0;0;0;85,19;0;0;26,7;24,33;0;0;81,64;69,39;0;0;10,37;0;35,71;0;75,21;0;0;0;0;80,31;0;0;0;0;29,88;57,44
